Collar,Reps,date,Origin,Location,Experiment,timestamp,FCH4,FCO2,SWC,TA,TS
41,1,6/15/2022,g_low,g_up,Elevation transplant,6/15/2022 9:45,-0.517575,6.978485,0.352375,23.940265,22.661
42,1,6/15/2022,g_low,g_up,Elevation transplant,6/15/2022 9:54,-1.134925,10.10116,0.28866,24.102035,22.459405
43,1,6/15/2022,g_low,g_up,Elevation transplant,6/15/2022 10:08,-0.5493,8.84078,0.4359,24.55307,22.4
44,1,6/15/2022,g_low,g_up,Elevation transplant,6/15/2022 10:23,-0.590345,8.28043,0.4575,25.194195,22.74
45,1,6/15/2022,g_mid,g_mid,Elevation transplant,6/15/2022 11:46,-0.09999,6.078995,0.51787,25.622115,23.404
46,1,6/15/2022,g_mid,g_mid,Elevation transplant,6/15/2022 11:18,-0.40871,6.905095,0.420035,25.36389,23.434
47,1,6/15/2022,g_mid,g_mid,Elevation transplant,6/15/2022 11:03,-0.15128,7.50591,0.42134,25.12146,23
48,1,6/15/2022,g_mid,g_mid,Elevation transplant,6/15/2022 10:51,-0.161555,3.080605,0.375565,25.164415,23.246
53,1,6/15/2022,g_mid,g_up,Elevation transplant,6/15/2022 9:50,-0.33898,5.234775,0.45995,23.861985,22.625
54,1,6/15/2022,g_mid,g_up,Elevation transplant,6/15/2022 10:13,-0.96169,8.439935,0.260935,24.45135,22.6
55,1,6/15/2022,g_mid,g_up,Elevation transplant,6/15/2022 10:04,-0.19084,4.597555,0.46049,24.203225,22.5
56,1,6/15/2022,g_mid,g_up,Elevation transplant,6/15/2022 10:18,-0.3001,5.963045,0.35847,24.81622,22.6
57,1,6/15/2022,g_up,g_up,Elevation transplant,6/15/2022 10:32,-0.206475,4.844415,0.394015,24.64347,22.8
58,1,6/15/2022,g_up,g_up,Elevation transplant,6/15/2022 9:31,-0.058775,5.82966,0.354015,23.738575,22.943
59,1,6/15/2022,g_up,g_up,Elevation transplant,6/15/2022 9:36,-0.33224,6.80293,0.33048,23.70027,22.8
60,2,6/15/2022,g_up,g_up,Elevation transplant,6/15/2022 9:21,-0.177945,5.299385,0.28985,23.77658,24.0115
65,1,6/15/2022,g_up,g_mid,Elevation transplant,6/15/2022 11:27,-0.09769,6.56196,0.469375,25.371345,23.4
66,1,6/15/2022,g_up,g_mid,Elevation transplant,6/15/2022 10:37,-0.147265,4.620755,0.4241,26.3257,22.94
67,1,6/15/2022,g_up,g_mid,Elevation transplant,6/15/2022 11:22,-0.438745,6.109685,0.340615,25.513735,23.5
68,1,6/15/2022,g_up,g_mid,Elevation transplant,6/15/2022 11:32,-0.06107,3.65034,0.42706,25.70218,23
81,1,6/15/2022,g_mid,g_mid,Control,6/15/2022 11:09,-0.34353,5.363195,0.464115,25.1645,23.231
82,1,6/15/2022,g_mid,g_mid,Control,6/15/2022 10:40,-0.48944,7.78994,0.30675,25.30151,23.219
83,1,6/15/2022,g_mid,g_mid,Control,6/15/2022 10:55,-0.01355,4.67423,0.414975,25.11,23.072
84,1,6/15/2022,g_mid,g_mid,Control,6/15/2022 11:37,-0.57981,9.132725,0.50728,25.639745,23.291
85,1,6/15/2022,g_up,g_up,Control,6/15/2022 9:26,-0.587915,6.89305,0.344595,23.6409,23.304
86,1,6/15/2022,g_up,g_up,Control,6/15/2022 9:59,-0.398095,6.207265,0.323485,24.131045,22.413
87,1,6/15/2022,g_up,g_up,Control,6/15/2022 9:40,-0.518525,6.65623,0.34434,23.870765,22.8
88,1,6/15/2022,g_up,g_up,Control,6/15/2022 10:27,-0.053045,3.352725,0.38388,24.85592,22.8
19,1,6/17/2022,midstream,g_low,Salinity transplant,6/17/2022 10:34,2.46785,4.893595,0.47527,26.5037,24.0485
2,1,6/17/2022,g_low,g_low,Salinity transplant,6/17/2022 10:09,-0.0601,6.05631,0.48311,26.03199,25.0515
30,1,6/17/2022,upstream,g_low,Salinity transplant,6/17/2022 9:58,-0.17436,6.09458,0.35519,26.507165,26.645
52,1,6/17/2022,g_mid,g_low,Elevation transplant,6/17/2022 10:23,357.813185,1.48384,0.6345,25.955065,24.175
64,1,6/17/2022,g_up,g_low,Elevation transplant,6/17/2022 10:16,0.324255,4.164895,0.417705,26.527505,24.4885
64,2,6/17/2022,g_up,g_low,Elevation transplant,6/17/2022 10:40,0.486655,4.062205,0.49226,26.37203,23.978
72,1,6/17/2022,g_low,g_low,Control,6/17/2022 10:29,3.086145,5.366605,0.51911,26.496275,23.99
17,1,6/29/2022,midstream,g_low,Salinity transplant,6/29/2022 10:17,1.056775,3.17655,0.399955,23.006415,21.661
18,1,6/29/2022,midstream,g_low,Salinity transplant,6/29/2022 9:52,-0.017795,4.13871,0.31195,22.96333,21.9
19,1,6/29/2022,midstream,g_low,Salinity transplant,6/29/2022 10:27,0.175245,4.095955,0.452735,23.056855,21.7
2,1,6/29/2022,g_low,g_low,Salinity transplant,6/29/2022 10:33,-0.09251,4.99613,0.402825,22.848365,21.7
20,1,6/29/2022,midstream,g_low,Salinity transplant,6/29/2022 11:06,0.075765,4.62516,0.38283,24.98456,21.36
29,1,6/29/2022,upstream,g_low,Salinity transplant,6/29/2022 10:50,101.42767,0.865845,0.47075,22.868255,21.385
3,1,6/29/2022,g_low,g_low,Salinity transplant,6/29/2022 9:31,-0.344605,6.57395,0.25501,23.760325,23.9
30,1,6/29/2022,upstream,g_low,Salinity transplant,6/29/2022 11:11,-0.07419,5.765665,0.38224,25.823365,22.314
31,1,6/29/2022,upstream,g_low,Salinity transplant,6/29/2022 9:26,-0.53699,7.22023,0.185575,25.13676,24.259595
32,1,6/29/2022,upstream,g_low,Salinity transplant,6/29/2022 9:56,0.277705,7.60754,0.47681,22.708635,21.9
4,1,6/29/2022,g_low,g_low,Salinity transplant,6/29/2022 10:44,0.27432,7.830125,0.39045,23.527515,21.5
41,1,6/29/2022,g_low,g_up,Elevation transplant,6/29/2022 12:29,-0.60177,6.41922,0.36188,26.21543,23.9
42,1,6/29/2022,g_low,g_up,Elevation transplant,6/29/2022 11:47,-1.156635,10.458855,0.34202,24.952495,22.6
43,1,6/29/2022,g_low,g_up,Elevation transplant,6/29/2022 12:01,-0.527095,7.629305,0.39381,25.361355,23.594
44,1,6/29/2022,g_low,g_up,Elevation transplant,6/29/2022 11:27,-0.620725,7.28787,0.30689,24.710945,22.8
49,1,6/29/2022,g_mid,g_low,Elevation transplant,6/29/2022 9:46,34.2098,1.439125,0.36947,22.59314,22.384
50,1,6/29/2022,g_mid,g_low,Elevation transplant,6/29/2022 11:00,6.43674,0.775955,0.42842,23.031405,20.993
51,1,6/29/2022,g_mid,g_low,Elevation transplant,6/29/2022 9:14,1.308665,7.927945,0.46562,22.58012,23.3285
52,1,6/29/2022,g_mid,g_low,Elevation transplant,6/29/2022 10:55,534.02869,1.97168,0.56569,22.894025,21.103
53,1,6/29/2022,g_mid,g_up,Elevation transplant,6/29/2022 11:41,-0.21889,4.608335,0.37868,24.737265,22.975
54,1,6/29/2022,g_mid,g_up,Elevation transplant,6/29/2022 11:36,-1.111495,8.2597,0.00944,24.645985,22.89
55,1,6/29/2022,g_mid,g_up,Elevation transplant,6/29/2022 11:56,-0.21956,4.64405,0.27014,25.24508,23.1935
56,1,6/29/2022,g_mid,g_up,Elevation transplant,6/29/2022 11:31,-0.833405,7.66912,0.3416,24.754835,22.8
57,1,6/29/2022,g_up,g_up,Elevation transplant,6/29/2022 11:16,-0.147535,4.55532,0.3,24.796845,23
58,1,6/29/2022,g_up,g_up,Elevation transplant,6/29/2022 12:05,-0.128875,4.81792,0.399265,26.04378,23.935
59,1,6/29/2022,g_up,g_up,Elevation transplant,6/29/2022 12:19,-0.525115,6.15916,0.39903,26.429745,24.252
60,1,6/29/2022,g_up,g_up,Elevation transplant,6/29/2022 12:14,-0.70992,5.5356,0.2651,25.8526,24.246
61,1,6/29/2022,g_up,g_low,Elevation transplant,6/29/2022 9:21,-0.15767,3.80015,0.300405,26.59942,23.3085
62,1,6/29/2022,g_up,g_low,Elevation transplant,6/29/2022 10:02,2.37623,6.56246,0.439375,22.64006,21.9
63,1,6/29/2022,g_up,g_low,Elevation transplant,6/29/2022 10:13,3.93899,4.420255,0.467565,22.794925,21.74923
64,1,6/29/2022,g_up,g_low,Elevation transplant,6/29/2022 10:38,-0.056335,3.68216,0.40494,23.16566,21.541
69,1,6/29/2022,g_low,g_low,Control,6/29/2022 9:41,534.397375,4.5534,0.54016,23.22751,23.131
70,1,6/29/2022,g_low,g_low,Control,6/29/2022 9:36,0.00094,5.66157,0.40818,24.245655,23.654
71,1,6/29/2022,g_low,g_low,Control,6/29/2022 10:07,8.99702,7.957565,0.45146,22.991035,21.857
72,1,6/29/2022,g_low,g_low,Control,6/29/2022 10:22,2.061585,4.311095,0.423045,22.910445,21.7
85,1,6/29/2022,g_up,g_up,Control,6/29/2022 12:10,-1.055245,7.75706,0.34114,26.157415,24.2
86,1,6/29/2022,g_up,g_up,Control,6/29/2022 11:52,-0.379905,4.870545,0.36142,25.26611,22.754
87,1,6/29/2022,g_up,g_up,Control,6/29/2022 12:24,-0.65731,6.399475,0.33492,26.29479,24.149
88,1,6/29/2022,g_up,g_up,Control,6/29/2022 11:21,-0.345515,5.30229,0.403,24.68977,22.9
37,1,7/1/2022,g_low,g_mid,Elevation transplant,7/1/2022 10:26,-0.84125,8.8927,0.29473,26.83249,25.052
38,1,7/1/2022,g_low,g_mid,Elevation transplant,7/1/2022 10:03,-0.52218,7.12347,0.33535,26.062025,24.4345
39,1,7/1/2022,g_low,g_mid,Elevation transplant,7/1/2022 9:54,-0.596435,8.005115,0.07082,26.01761,24.511
40,1,7/1/2022,g_low,g_mid,Elevation transplant,7/1/2022 9:26,-2.190115,35.927365,0.299685,25.286045,25.495
45,1,7/1/2022,g_mid,g_mid,Elevation transplant,7/1/2022 9:30,-0.26138,5.7223,0.383065,25.62061,25.0885
46,1,7/1/2022,g_mid,g_mid,Elevation transplant,7/1/2022 9:45,-1.15704,10.412695,0.335,25.782855,24.6955
47,1,7/1/2022,g_mid,g_mid,Elevation transplant,7/1/2022 9:58,-0.48874,10.276525,0.29326,26.100015,24.7
48,1,7/1/2022,g_mid,g_mid,Elevation transplant,7/1/2022 10:12,-0.35336,5.18962,0.204245,26.486575,24.759405
65,1,7/1/2022,g_up,g_mid,Elevation transplant,7/1/2022 9:40,-0.66293,8.71276,0.273185,25.55806,24.7
66,1,7/1/2022,g_up,g_mid,Elevation transplant,7/1/2022 10:17,-0.75312,5.927775,0.24917,27.22476,25.028
67,1,7/1/2022,g_up,g_mid,Elevation transplant,7/1/2022 9:35,-1.00657,6.941115,0.25739,25.4586,24.76
68,1,7/1/2022,g_up,g_mid,Elevation transplant,7/1/2022 9:16,-0.4497,5.94147,0.32822,25.41639,26.75
81,1,7/1/2022,g_mid,g_mid,Control,7/1/2022 9:49,-0.90276,8.065185,0.318005,25.845975,24.544
82,1,7/1/2022,g_mid,g_mid,Control,7/1/2022 10:22,-1.652845,9.10091,0.303325,26.690625,24.939
83,1,7/1/2022,g_mid,g_mid,Control,7/1/2022 10:07,-1.15867,8.384665,0.25214,26.30596,24.6085
84,1,7/1/2022,g_mid,g_mid,Control,7/1/2022 9:21,-1.37177,9.49154,0.334595,25.37959,25.7295
17,1,7/6/2022,midstream,g_low,Salinity transplant,7/6/2022 10:25,0.890475,3.86045,0.354685,25.667295,24.273
18,1,7/6/2022,midstream,g_low,Salinity transplant,7/6/2022 9:59,-0.03062,5.676065,0.36925,25.362375,24.6175
19,1,7/6/2022,midstream,g_low,Salinity transplant,7/6/2022 10:37,0.503875,4.70614,0.4176,25.80565,24.0875
2,1,7/6/2022,g_low,g_low,Salinity transplant,7/6/2022 10:48,0.09345,7.995135,0.43725,25.760285,24.2
20,1,7/6/2022,midstream,g_low,Salinity transplant,7/6/2022 11:22,0.09083,5.328025,0.25668,26.061375,24.7
29,1,7/6/2022,upstream,g_low,Salinity transplant,7/6/2022 11:05,83.561365,0.57898,0.48028,26.053315,24.71
3,1,7/6/2022,g_low,g_low,Salinity transplant,7/6/2022 9:37,-0.367945,10.800275,0.24779,25.5023,25.1
30,1,7/6/2022,upstream,g_low,Salinity transplant,7/6/2022 11:17,0.15,6.24754,0.39839,25.86537,24.7
31,1,7/6/2022,upstream,g_low,Salinity transplant,7/6/2022 9:32,-0.47809,12.9903,0.247685,25.746755,25.3955
32,1,7/6/2022,upstream,g_low,Salinity transplant,7/6/2022 10:09,0.268525,4.774115,0.45644,25.36904,24.4
4,1,7/6/2022,g_low,g_low,Salinity transplant,7/6/2022 10:54,-0.028315,8.080645,0.34534,26.10147,24.4575
49,1,7/6/2022,g_mid,g_low,Elevation transplant,7/6/2022 9:53,1.462605,1.003915,0.48777,24.997965,24.373
50,1,7/6/2022,g_mid,g_low,Elevation transplant,7/6/2022 10:59,0.49548,0.679305,0.4438,25.990565,24.7
51,1,7/6/2022,g_mid,g_low,Elevation transplant,7/6/2022 9:22,2.121555,5.728885,0.455495,24.770765,25.4085
52,1,7/6/2022,g_mid,g_low,Elevation transplant,7/6/2022 11:10,494.50583,1.38194,0.53656,25.921365,24.7
61,1,7/6/2022,g_up,g_low,Elevation transplant,7/6/2022 9:27,-0.11849,5.19417,0.34265,26.84429,25.352
62,1,7/6/2022,g_up,g_low,Elevation transplant,7/6/2022 10:04,0.82474,4.37788,0.486365,25.42076,24.592
63,1,7/6/2022,g_up,g_low,Elevation transplant,7/6/2022 10:20,1.978835,4.877365,0.47193,25.560375,24.7175
64,1,7/6/2022,g_up,g_low,Elevation transplant,7/6/2022 10:43,-0.0087,3.894415,0.431155,25.80258,23.99
69,1,7/6/2022,g_low,g_low,Control,7/6/2022 9:48,359.650875,2.02875,0.421315,25.12156,24.658
70,1,7/6/2022,g_low,g_low,Control,7/6/2022 9:43,0.09077,7.2936,0.40465,25.302825,24.869
71,1,7/6/2022,g_low,g_low,Control,7/6/2022 10:15,4.09805,8.946225,0.4511,25.767475,24.656
72,1,7/6/2022,g_low,g_low,Control,7/6/2022 10:31,4.89369,5.326945,0.449,25.80561,24.2
37,1,7/7/2022,g_low,g_mid,Elevation transplant,7/7/2022 16:56,-0.557285,7.511505,0.361725,24.86463,24.2
38,1,7/7/2022,g_low,g_mid,Elevation transplant,7/7/2022 16:11,-0.24627,7.80429,0.426,24.85211,24.11
39,1,7/7/2022,g_low,g_mid,Elevation transplant,7/7/2022 16:32,-0.31809,7.29857,0.44506,25.00587,23.9
40,1,7/7/2022,g_low,g_mid,Elevation transplant,7/7/2022 15:51,-1.87077,50.51272,0.4276,24.24241,23.7
41,1,7/7/2022,g_low,g_up,Elevation transplant,7/7/2022 18:08,-0.52577,8.33225,0.43492,24.59315,23.7
42,1,7/7/2022,g_low,g_up,Elevation transplant,7/7/2022 18:20,-0.65131,11.892045,0.47236,24.57166,23.7
43,1,7/7/2022,g_low,g_up,Elevation transplant,7/7/2022 17:39,-0.51208,9.03719,0.44646,24.68408,23.846
44,1,7/7/2022,g_low,g_up,Elevation transplant,7/7/2022 17:05,-0.65082,12.40453,0.35356,24.69013,23.9
45,1,7/7/2022,g_mid,g_mid,Elevation transplant,7/7/2022 15:57,-0.09114,5.198035,0.38158,24.37706,23.739
46,1,7/7/2022,g_mid,g_mid,Elevation transplant,7/7/2022 16:02,-0.42733,8.75721,0.4456,24.59044,23.9
47,1,7/7/2022,g_mid,g_mid,Elevation transplant,7/7/2022 16:17,-0.165005,6.91239,0.434,24.92826,24.032
53,1,7/7/2022,g_mid,g_up,Elevation transplant,7/7/2022 18:15,-0.13462,4.788065,0.505,24.62639,23.7
54,1,7/7/2022,g_mid,g_up,Elevation transplant,7/7/2022 17:11,-0.78442,8.610245,0.441685,24.546915,23.9
55,1,7/7/2022,g_mid,g_up,Elevation transplant,7/7/2022 17:32,-0.148565,4.829855,0.477945,24.57742,23.828
56,1,7/7/2022,g_mid,g_up,Elevation transplant,7/7/2022 17:01,-0.563775,8.699255,0.416,24.66725,24.11
57,1,7/7/2022,g_up,g_up,Elevation transplant,7/7/2022 17:22,-0.18273,4.973875,0.47047,24.66192,24.0425
58,1,7/7/2022,g_up,g_up,Elevation transplant,7/7/2022 17:42,-0.11809,6.23673,0.4183,24.57743,23.786
59,1,7/7/2022,g_up,g_up,Elevation transplant,7/7/2022 18:00,-0.40777,7.42102,0.43533,24.6648,23.7
60,1,7/7/2022,g_up,g_up,Elevation transplant,7/7/2022 17:54,-0.65735,7.237505,0.3305,24.57776,23.7
65,1,7/7/2022,g_up,g_mid,Elevation transplant,7/7/2022 16:27,-0.108925,5.00984,0.409775,24.96639,24.02
66,1,7/7/2022,g_up,g_mid,Elevation transplant,7/7/2022 16:51,-0.253745,5.1971,0.36861,24.91126,24.2
67,1,7/7/2022,g_up,g_mid,Elevation transplant,7/7/2022 16:07,-0.343875,6.700235,0.393815,24.68012,23.9
68,1,7/7/2022,g_up,g_mid,Elevation transplant,7/7/2022 15:42,-0.05875,3.365995,0.451055,24.226725,23.672
81,1,7/7/2022,g_mid,g_mid,Control,7/7/2022 16:22,-0.29534,6.155265,0.417875,25.058725,23.9525
82,1,7/7/2022,g_mid,g_mid,Control,7/7/2022 16:46,-0.72898,8.92346,0.36004,24.94654,24.2
83,1,7/7/2022,g_mid,g_mid,Control,7/7/2022 16:37,-0.53324,6.9682,0.38547,25.02785,23.9
84,1,7/7/2022,g_mid,g_mid,Control,7/7/2022 15:47,-0.688045,9.74025,0.42538,24.196415,23.7
85,1,7/7/2022,g_up,g_up,Control,7/7/2022 17:46,-0.80576,4.16699,0.44483,24.58703,23.7
86,1,7/7/2022,g_up,g_up,Control,7/7/2022 17:27,-0.415565,7.063185,0.426865,24.685235,23.9
87,1,7/7/2022,g_up,g_up,Control,7/7/2022 18:04,-0.512195,7.219925,0.433475,24.57559,23.784
88,1,7/7/2022,g_up,g_up,Control,7/7/2022 17:17,-0.27809,6.17027,0.449,24.65045,23.9
37,1,7/13/2022,g_low,g_mid,Elevation transplant,7/13/2022 10:40,-0.50381,8.161965,0.42493,26.988535,24.9
38,1,7/13/2022,g_low,g_mid,Elevation transplant,7/13/2022 11:02,-0.28622,6.514865,0.45315,25.7659,24.2
39,1,7/13/2022,g_low,g_mid,Elevation transplant,7/13/2022 11:17,-0.33357,7.7926,0.47486,26.08183,24.2
40,1,7/13/2022,g_low,g_mid,Elevation transplant,7/13/2022 11:44,-1.740015,44.4676,0.519825,26.1243,24.5635
41,1,7/13/2022,g_low,g_up,Elevation transplant,7/13/2022 9:15,-0.028205,1.83893,0.3674,23.880555,23.3
42,1,7/13/2022,g_low,g_up,Elevation transplant,7/13/2022 9:26,-0.984595,14.267385,0.352195,23.817315,22.983
43,1,7/13/2022,g_low,g_up,Elevation transplant,7/13/2022 10:08,-0.55713,9.73326,0.4059,25.019355,23.9
44,1,7/13/2022,g_low,g_up,Elevation transplant,7/13/2022 9:42,-0.63031,8.97076,0.444355,24.77223,23.443
45,1,7/13/2022,g_mid,g_mid,Elevation transplant,7/13/2022 11:38,-0.07337,5.6263,0.448975,26.144845,24.4
46,1,7/13/2022,g_mid,g_mid,Elevation transplant,7/13/2022 11:23,-0.591755,8.95622,0.41361,26.308525,24.322
47,1,7/13/2022,g_mid,g_mid,Elevation transplant,7/13/2022 11:08,-0.20967,8.40356,0.43746,25.89208,24.2
48,1,7/13/2022,g_mid,g_mid,Elevation transplant,7/13/2022 10:50,-0.194975,5.47904,0.356875,26.398655,24.565
53,1,7/13/2022,g_mid,g_up,Elevation transplant,7/13/2022 9:21,-0.15266,4.315655,0.42005,23.682715,23
54,1,7/13/2022,g_mid,g_up,Elevation transplant,7/13/2022 9:31,-1.069945,9.612355,0.43061,24.242755,23.3
55,1,7/13/2022,g_mid,g_up,Elevation transplant,7/13/2022 10:03,-0.114495,4.146615,0.393525,24.70398,23.7
56,1,7/13/2022,g_mid,g_up,Elevation transplant,7/13/2022 9:36,-0.632985,8.13313,0.46069,24.40511,23.3
57,1,7/13/2022,g_up,g_up,Elevation transplant,7/13/2022 9:53,-0.15181,3.92275,0.35065,24.496335,23.678
58,1,7/13/2022,g_up,g_up,Elevation transplant,7/13/2022 10:12,-0.12228,6.273495,0.451,25.032305,23.887
59,1,7/13/2022,g_up,g_up,Elevation transplant,7/13/2022 9:03,-0.455215,7.10717,0.348285,23.86908,24.394445
60,1,7/13/2022,g_up,g_up,Elevation transplant,7/13/2022 10:22,-0.764765,7.12942,0.34182,25.1109,23.9
65,1,7/13/2022,g_up,g_mid,Elevation transplant,7/13/2022 11:28,-0.32501,8.007865,0.36764,26.17206,24.4
66,1,7/13/2022,g_up,g_mid,Elevation transplant,7/13/2022 10:29,-0.20486,4.10909,0.375415,27.640715,24.658
67,1,7/13/2022,g_up,g_mid,Elevation transplant,7/13/2022 11:33,-0.566475,7.554315,0.48675,26.007955,24.4
68,1,7/13/2022,g_up,g_mid,Elevation transplant,7/13/2022 11:55,-0.09731,3.50739,0.4206,26.64186,24.9
81,1,7/13/2022,g_mid,g_mid,Control,7/13/2022 11:13,-0.46351,8.76807,0.43598,26.128035,24.2
82,1,7/13/2022,g_mid,g_mid,Control,7/13/2022 10:43,-1.15352,12.12924,0.35277,26.8149,24.9
83,1,7/13/2022,g_mid,g_mid,Control,7/13/2022 10:54,-0.644775,7.78522,0.416495,26.12768,24.328
84,1,7/13/2022,g_mid,g_mid,Control,7/13/2022 11:49,-0.80186,9.53484,0.46832,26.18972,24.7
85,1,7/13/2022,g_up,g_up,Control,7/13/2022 10:17,-0.98814,9.986625,0.415575,25.02155,23.7
86,1,7/13/2022,g_up,g_up,Control,7/13/2022 9:58,-0.52168,9.411665,0.42693,24.834305,23.7
87,1,7/13/2022,g_up,g_up,Control,7/13/2022 9:09,-0.702405,7.288425,0.39492,23.71563,23.61
88,1,7/13/2022,g_up,g_up,Control,7/13/2022 9:47,-0.32743,5.83563,0.44025,24.554125,23.5
17,1,7/15/2022,midstream,g_low,Salinity transplant,7/15/2022 10:20,2.654275,3.50919,0.441875,25.624525,23.9
18,1,7/15/2022,midstream,g_low,Salinity transplant,7/15/2022 9:50,-0.38074,5.92394,0.4138,25.589035,24.4
19,1,7/15/2022,midstream,g_low,Salinity transplant,7/15/2022 10:32,1.74715,5.026285,0.419,25.68058,23.9
2,1,7/15/2022,g_low,g_low,Salinity transplant,7/15/2022 10:42,-0.038855,7.09452,0.503385,25.58511,23.9
20,1,7/15/2022,midstream,g_low,Salinity transplant,7/15/2022 11:18,0.356985,4.834115,0.335265,27.19877,24.815
29,1,7/15/2022,upstream,g_low,Salinity transplant,7/15/2022 11:05,34.05912,0.99132,0.6334,25.59256,23.9
3,1,7/15/2022,g_low,g_low,Salinity transplant,7/15/2022 9:29,-0.36413,10.162755,0.30573,26.111195,25.581
30,1,7/15/2022,upstream,g_low,Salinity transplant,7/15/2022 11:13,0.18669,6.4372,0.4805,26.75325,24.55
31,1,7/15/2022,upstream,g_low,Salinity transplant,7/15/2022 9:23,-0.52735,7.318095,0.165675,26.752185,25.465
32,1,7/15/2022,upstream,g_low,Salinity transplant,7/15/2022 9:55,-0.781335,4.86617,0.496535,25.37786,24.4
4,1,7/15/2022,g_low,g_low,Salinity transplant,7/15/2022 10:48,-0.308875,8.37472,0.413055,26.113845,24.18218
49,1,7/15/2022,g_mid,g_low,Elevation transplant,7/15/2022 9:44,26.819995,1.55006,0.57746,25.224425,24.4675
50,1,7/15/2022,g_mid,g_low,Elevation transplant,7/15/2022 10:54,618.772265,1.23894,0.57245,25.39976,23.9
51,1,7/15/2022,g_mid,g_low,Elevation transplant,7/15/2022 9:13,0.801125,4.13978,0.49255,24.82749,25.466
52,1,7/15/2022,g_mid,g_low,Elevation transplant,7/15/2022 10:59,926.918175,1.86817,0.633755,25.804505,23.9
61,1,7/15/2022,g_up,g_low,Elevation transplant,7/15/2022 9:18,-0.114385,4.49808,0.14668,25.86244,25.106
62,1,7/15/2022,g_up,g_low,Elevation transplant,7/15/2022 10:00,6.826775,6.237735,0.48294,25.10882,24.4
63,1,7/15/2022,g_up,g_low,Elevation transplant,7/15/2022 10:10,2.88206,4.43302,0.50591,25.69214,24.398
64,1,7/15/2022,g_up,g_low,Elevation transplant,7/15/2022 10:37,0.528065,4.537055,0.512275,25.720895,23.9
69,1,7/15/2022,g_low,g_low,Control,7/15/2022 9:40,857.11484,2.41649,0.421715,25.39852,24.831
70,1,7/15/2022,g_low,g_low,Control,7/15/2022 9:34,0.32522,7.390315,0.44284,25.78056,25.25
71,1,7/15/2022,g_low,g_low,Control,7/15/2022 10:05,14.44304,12.310635,0.45068,25.680205,24.34
72,1,7/15/2022,g_low,g_low,Control,7/15/2022 10:26,6.489585,4.995135,0.55945,25.713955,23.9
18,1,7/20/2022,midstream,g_low,Salinity transplant,7/20/2022 12:06,0.563055,5.532905,0.4805,29.138075,28.15
20,1,7/20/2022,midstream,g_low,Salinity transplant,7/20/2022 12:11,0.248215,4.259765,0.47651,29.347785,27.6815
3,3,7/20/2022,g_low,g_low,Salinity transplant,7/20/2022 11:21,1.25527,8.082545,0.376,30.435765,27.5
30,1,7/20/2022,upstream,g_low,Salinity transplant,7/20/2022 12:17,0.11266,7.33197,0.51598,28.94486,27.5
31,2,7/20/2022,upstream,g_low,Salinity transplant,7/20/2022 11:31,-0.598395,8.325545,0.131935,29.70147,27.877
41,1,7/20/2022,g_low,g_up,Elevation transplant,7/20/2022 10:41,-0.72089,8.534405,0.422795,27.07312,25.9
42,1,7/20/2022,g_low,g_up,Elevation transplant,7/20/2022 10:46,-0.999705,12.357305,0.291355,27.142525,25.9
43,1,7/20/2022,g_low,g_up,Elevation transplant,7/20/2022 10:10,-0.62994,9.86778,0.397035,26.71132,25.6
44,1,7/20/2022,g_low,g_up,Elevation transplant,7/20/2022 9:37,-0.73948,9.1862,0.40168,26.55345,25.9165
49,1,7/20/2022,g_mid,g_low,Elevation transplant,7/20/2022 12:00,1257.71165,1.026595,0.585975,30.309245,28.3
51,1,7/20/2022,g_mid,g_low,Elevation transplant,7/20/2022 11:42,24.72753,3.509415,0.377025,28.943485,28
53,1,7/20/2022,g_mid,g_up,Elevation transplant,7/20/2022 10:50,-0.28522,5.37939,0.46236,27.10019,25.9
54,1,7/20/2022,g_mid,g_up,Elevation transplant,7/20/2022 9:43,-1.331165,10.58888,0.41273,26.34856,25.7425
55,1,7/20/2022,g_mid,g_up,Elevation transplant,7/20/2022 10:05,-0.178895,4.13372,0.431,26.315955,25.6
56,1,7/20/2022,g_mid,g_up,Elevation transplant,7/20/2022 9:32,-1.045045,8.97378,0.455575,25.70083,26.475
57,1,7/20/2022,g_up,g_up,Elevation transplant,7/20/2022 9:54,-0.24533,4.690375,0.381785,25.991185,25.6
58,1,7/20/2022,g_up,g_up,Elevation transplant,7/20/2022 10:15,-0.217945,5.58043,0.36578,26.67074,25.6
59,1,7/20/2022,g_up,g_up,Elevation transplant,7/20/2022 10:31,-0.908605,8.395535,0.351185,26.887945,25.9
60,1,7/20/2022,g_up,g_up,Elevation transplant,7/20/2022 10:25,-0.87709,7.151425,0.338295,26.74844,25.8325
61,1,7/20/2022,g_up,g_low,Elevation transplant,7/20/2022 11:36,-0.107845,6.238985,0.3381,29.495985,28
69,1,7/20/2022,g_low,g_low,Control,7/20/2022 11:55,456.06698,2.423035,0.58463,29.6902,28.2655
70,1,7/20/2022,g_low,g_low,Control,7/20/2022 11:48,5.64567,7.94072,0.15872,29.49295,28.3
85,1,7/20/2022,g_up,g_up,Control,7/20/2022 10:20,-1.090595,8.534355,0.384535,26.724495,25.6
86,1,7/20/2022,g_up,g_up,Control,7/20/2022 9:59,-0.558075,8.07884,0.357175,26.19856,25.6
87,1,7/20/2022,g_up,g_up,Control,7/20/2022 10:36,-0.901085,7.83289,0.40389,26.92475,25.9
