LI-8200,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8200,LI-7810,LI-7810,LI-7810,LI-7810
2022/05/20 13:15:14,26.822120,-9999.000000,0.021590,0.416680,8.750000,3,0.000000,0.000000,0.000000,0.000000
2022/05/20 13:16:40,27.032940,-9999.000000,0.021000,0.396000,8.750000,3,0.172010,0.258540,6.197530,0.954660
2022/05/20 13:18:14,26.920190,-9999.000000,0.017550,0.390090,7.630000,18,1.244640,0.959730,3.906110,0.911840
2022/05/20 13:19:39,26.646870,-9999.000000,0.015000,0.388000,7.630000,18,1.662640,0.980900,4.478450,0.931470
2022/05/20 13:21:31,26.685500,-9999.000000,0.011000,0.310000,8.380000,31,-0.490060,0.788990,5.081330,0.914700
2022/05/20 13:22:56,26.725390,-9999.000000,0.012000,0.310000,8.380000,31,-0.524180,0.836980,5.647770,0.933840
2022/05/20 13:24:31,26.765760,-9999.000000,0.018000,0.347000,9.000000,61,0.000000,0.000000,0.000000,0.000000
2022/05/20 13:25:57,26.585080,-9999.000000,0.017000,0.342000,9.000000,61,-0.124590,0.176580,4.380070,0.870530
2022/05/20 13:27:34,26.431190,-9999.000000,0.034000,0.516000,8.000000,51,1.716110,0.884890,2.933450,0.827110
2022/05/20 13:29:00,26.185990,-9999.000000,0.032000,0.499000,8.000000,51,1.515910,0.969210,2.733480,0.833310
2022/05/25 10:28:24,17.665460,-9999.000000,0.001000,0.123000,8.750000,60-3,-19.246210,0.246290,0.295100,0.002890
2022/05/25 10:29:50,17.464850,-9999.000000,0.001000,0.117000,8.750000,60-3,13.261990,0.880060,4.896100,0.898470
2022/05/25 10:31:20,17.453830,-9999.000000,0.001000,0.113000,8.750000,60-4,-0.187320,0.599300,3.599690,0.950680
2022/05/25 10:32:46,17.440380,-9999.000000,0.001000,0.105000,8.750000,60-4,-0.253480,0.248020,2.972980,0.939290
2022/05/25 10:34:27,17.545000,-9999.000000,0.001000,0.087000,8.250000,85,0.000000,0.000000,0.000000,0.000000
2022/05/25 10:35:53,17.695180,-9999.000000,0.001000,0.079000,8.250000,85,-0.401170,0.911030,4.091160,0.969820
2022/05/25 10:37:56,17.864580,-9999.000000,0.001000,0.089000,9.130000,58,-0.033040,0.056680,2.255540,0.866940
2022/05/25 10:39:21,17.741920,-9999.000000,0.000000,0.102000,9.130000,58,-0.063410,0.150650,3.238070,0.945510
2022/05/25 10:41:37,17.872050,-9999.000000,0.000000,0.093000,9.880000,41,-0.609230,0.910200,6.975930,0.957310
2022/05/25 10:43:03,17.950070,-9999.000000,0.000000,0.096550,9.880000,41,-0.545200,0.932070,5.841750,0.975970
2022/05/25 10:45:09,17.975780,-9999.000000,0.000410,0.097640,8.500000,87,0.000000,0.000000,0.000000,0.000000
2022/05/25 10:46:34,17.990740,-9999.000000,0.001000,0.103000,8.500000,87,-0.433570,0.919710,4.423410,0.979380
2022/05/25 10:48:39,18.001560,-9999.000000,0.001000,0.109000,8.130000,59,-0.229640,0.707890,4.343780,0.960210
2022/05/25 10:50:05,18.033600,-9999.000000,0.001000,0.101140,8.130000,59,0.000000,0.000000,0.000000,0.000000
2022/05/25 10:52:00,18.028850,-9999.000000,0.000000,0.099000,9.250000,53,-0.026190,0.045060,4.637280,0.972930
2022/05/25 10:53:26,17.953350,-9999.000000,0.001000,0.106000,9.250000,53,0.025730,0.027920,3.422840,0.981670
2022/05/25 10:55:18,17.950550,-9999.000000,0.001000,0.093000,10.500000,42,-1.018620,0.967120,7.220120,0.971670
2022/05/25 10:56:44,17.952790,-9999.000000,0.001000,0.097000,10.500000,42,-0.834010,0.959250,5.859860,0.966340
2022/05/25 10:58:30,18.029170,-9999.000000,0.000000,0.000000,7.500000,55,-0.174190,0.626050,2.857090,0.955950
2022/05/25 10:59:55,17.995260,-9999.000000,0.001000,0.109000,7.500000,55,-0.166450,0.696200,3.132190,0.972710
2022/05/25 11:01:39,18.010350,-9999.000000,0.000000,0.000000,7.750000,43,-0.381590,0.920120,3.765920,0.975090
2022/05/25 11:03:04,18.155500,-9999.000000,0.000000,0.095730,7.750000,43,-0.447570,0.954250,3.984490,0.976810
2022/05/25 11:05:09,18.347250,-9999.000000,0.000000,0.099640,10.250000,86,-0.245720,0.782990,3.031920,0.954100
2022/05/25 11:06:35,18.345560,-9999.000000,0.001000,0.102000,10.250000,86,-0.248530,0.824590,3.265450,0.963810
2022/05/25 11:08:38,18.306570,-9999.000000,0.000000,0.000000,8.250000,54,-1.006310,0.958240,8.706210,0.905960
2022/05/25 11:10:04,18.283130,-9999.000000,0.001000,0.085730,8.250000,54,-0.908470,0.981150,7.325540,0.981730
2022/05/25 11:11:51,18.393260,-9999.000000,0.001000,0.090000,9.380000,56,-0.215110,0.756010,4.151820,0.979290
2022/05/25 11:13:16,18.332380,-9999.000000,0.002000,0.135000,9.380000,56,-0.220160,0.798250,3.835450,0.974280
2022/05/25 11:15:04,18.304050,-9999.000000,0.002550,0.170820,8.380000,44,-0.730610,0.966990,8.788750,0.982590
2022/05/25 11:16:29,18.377120,-9999.000000,0.000000,0.080000,8.380000,44,-0.732410,0.975840,8.111410,0.991150
2022/05/25 11:18:30,18.403180,-9999.000000,0.001000,0.106000,9.250000,88,-0.290310,0.839560,5.504950,0.957930
2022/05/25 11:19:55,18.434910,-9999.000000,0.001000,0.109000,9.250000,88,-0.247890,0.886230,4.348900,0.978370
2022/05/25 11:21:42,18.518200,-9999.000000,0.000000,0.000000,9.000000,57,-0.171940,0.724670,4.936210,0.983080
2022/05/25 11:23:08,18.402700,-9999.000000,0.001000,0.083180,9.000000,57,-0.208140,0.763660,4.488380,0.982040
2022/05/25 11:25:17,18.588020,-9999.000000,0.001000,0.145000,8.250000,68,-0.073800,0.330590,2.573570,0.948600
2022/05/25 11:26:43,18.623480,-9999.000000,0.002000,0.156000,8.250000,68,-0.043790,0.160690,2.463380,0.957670
2022/05/25 11:28:27,18.739780,-9999.000000,0.003000,0.151000,8.630000,84,-0.493450,0.950390,5.982370,0.992850
2022/05/25 11:29:52,18.628890,-9999.000000,0.002000,0.152000,8.630000,84,-0.529390,0.957210,5.751390,0.988920
2022/05/25 11:32:33,19.224350,-9999.000000,0.000000,0.000000,8.500000,40,-0.328900,0.894540,5.603390,0.988300
2022/05/25 11:33:58,19.378080,-9999.000000,0.003000,0.151000,8.500000,40,-0.222890,0.839520,4.497860,0.980660
2022/05/25 11:35:43,19.087870,-9999.000000,0.000000,0.000000,9.130000,45,-0.153510,0.704980,5.589340,0.978190
2022/05/25 11:37:09,19.099450,-9999.000000,0.005000,0.230590,9.130000,45,-0.097570,0.421890,4.161190,0.980710
2022/05/25 11:39:00,18.998010,-9999.000000,0.005000,0.232000,8.250000,67,-0.272370,0.879240,4.867700,0.970380
2022/05/25 11:40:25,18.864990,-9999.000000,0.004000,0.190000,8.250000,67,-0.235140,0.815540,3.989870,0.977150
2022/05/25 11:42:07,18.860830,-9999.000000,0.005000,0.200000,9.880000,65,-0.110510,0.505560,2.520530,0.954320
2022/05/25 11:43:33,18.740820,-9999.000000,0.007000,0.210000,9.880000,65,-0.096370,0.504720,2.959220,0.974890
2022/05/25 11:45:57,19.206020,-9999.000000,0.000000,0.000000,9.130000,46,-0.274620,0.866780,6.591590,0.986750
2022/05/25 11:47:23,19.330380,-9999.000000,0.006000,0.257000,9.130000,46,-0.300740,0.896660,6.028380,0.991440
2022/05/25 11:49:30,19.561300,-9999.000000,0.003000,0.157000,8.500000,39,-0.320610,0.870470,8.168930,0.968410
2022/05/25 11:50:56,19.334720,-9999.000000,0.003000,0.149000,8.500000,39,-0.186250,0.798730,5.198830,0.974670
2022/05/25 11:52:42,19.473490,-9999.000000,0.000000,0.000000,8.750000,81,-0.312080,0.939570,4.507220,0.982750
2022/05/25 11:54:08,19.526510,-9999.000000,0.004180,0.224730,8.750000,81,-0.305300,0.917220,3.960090,0.990670
2022/05/25 11:56:05,19.565200,-9999.000000,0.005450,0.269500,10.250000,47,-0.171460,0.819040,4.751240,0.982470
2022/05/25 11:57:30,19.406290,-9999.000000,0.004000,0.161000,10.250000,47,-0.129210,0.693520,4.050690,0.982930
2022/05/25 11:59:37,19.463480,-9999.000000,0.000000,0.000000,9.250000,38,-0.275790,0.887850,4.695190,0.976630
2022/05/25 12:01:03,19.331540,-9999.000000,0.005000,0.241000,9.250000,38,-0.255790,0.874570,4.395000,0.987460
2022/05/25 12:02:43,19.322530,-9999.000000,0.005000,0.248000,8.000000,83,-0.228410,0.841010,3.527300,0.978050
2022/05/25 12:04:08,19.235180,-9999.000000,0.008180,0.295910,8.000000,83,-0.253570,0.889590,3.807390,0.985680
2022/05/25 12:05:44,19.164200,-9999.000000,0.009000,0.303000,9.130000,48,-0.088170,0.502470,2.541490,0.976700
2022/05/25 12:07:09,19.141250,-9999.000000,0.009000,0.253050,9.130000,48,-0.068070,0.243280,2.607840,0.972020
2022/05/25 12:08:58,19.101430,-9999.000000,0.009000,0.261000,8.250000,66,0.017680,0.030120,1.568820,0.783320
2022/05/25 12:10:24,19.155320,-9999.000000,0.008000,0.296000,8.250000,66,0.216370,0.807030,-0.467920,0.418060
2022/05/25 12:12:16,19.205350,-9999.000000,0.008000,0.267000,8.250000,82,0.000000,0.000000,0.000000,0.000000
2022/05/25 12:13:42,19.184660,-9999.000000,0.009000,0.278000,8.250000,82,-0.502070,0.966250,6.018140,0.992500
2022/05/25 12:15:37,19.300890,-9999.000000,0.033000,0.390000,9.000000,37,-0.177790,0.811730,2.303410,0.956620
2022/05/25 12:17:03,19.353390,-9999.000000,0.034000,0.386910,9.000000,37,-0.495520,0.967570,2.224530,0.960580
2022/05/25 12:19:26,19.455880,-9999.000000,0.001000,0.000000,8.000000,51,1.978760,0.976180,2.299000,0.956980
2022/05/25 12:20:51,19.283260,-9999.000000,0.004000,0.347000,8.000000,51,2.290850,0.985900,2.033680,0.970770
2022/05/25 12:22:50,19.667500,-9999.000000,0.000000,0.000000,9.000000,61,-0.089140,0.476660,3.056150,0.972760
2022/05/25 12:24:16,19.855270,-9999.000000,0.006000,0.323000,9.000000,61,-0.106520,0.525080,3.627160,0.983980
2022/05/25 12:25:52,20.258290,-9999.000000,0.007000,0.323000,8.380000,31,-0.569340,0.957640,4.393090,0.979170
2022/05/25 12:27:18,20.334930,-9999.000000,0.004000,0.203000,8.380000,31,0.000000,0.000000,0.000000,0.000000
2022/05/25 12:29:09,20.427100,-9999.000000,0.004410,0.242000,8.750000,3,0.000000,0.000000,0.000000,0.000000
2022/05/25 12:30:35,20.573700,-9999.000000,0.006000,0.296000,8.750000,3,-0.057420,0.155140,4.765320,0.992900
2022/05/25 12:32:26,20.250260,-9999.000000,0.005000,0.319000,8.380000,70,1.034880,0.946770,5.084950,0.970680
2022/05/25 12:33:51,20.257390,-9999.000000,0.005000,0.325000,8.380000,70,0.024560,0.000850,4.666490,0.981700
2022/05/25 12:35:51,20.273180,-9999.000000,0.000000,0.000000,9.000000,693,1701.458620,0.961690,1.448610,0.923820
2022/05/25 12:37:16,19.728320,-9999.000000,0.006000,0.403000,9.000000,693,128.001840,0.944190,1.748240,0.927300
2022/05/25 12:39:14,19.795020,-9999.000000,0.040000,0.460000,8.130000,49,93.875800,0.877910,0.258960,0.284920
2022/05/25 12:40:39,19.712240,-9999.000000,0.006000,0.422000,8.130000,49,22.164100,0.997880,0.269160,0.330160
2022/05/25 12:42:38,20.131870,-9999.000000,0.001000,0.017000,7.630000,18,0.265810,0.486280,4.225250,0.984680
2022/05/25 12:44:03,20.200940,-9999.000000,0.019000,0.362180,7.630000,18,0.792350,0.910660,4.261040,0.984970
2022/05/25 12:45:59,20.009960,-9999.000000,0.001000,0.001000,6.630000,62,25.690750,0.973660,4.354990,0.982150
2022/05/25 12:47:24,19.864680,-9999.000000,0.029000,0.432000,6.630000,62,35.541500,0.995170,3.964230,0.989450
2022/05/25 12:50:26,20.375060,-9999.000000,0.040000,0.412000,7.630000,71,17.821900,0.997580,5.217630,0.985790
2022/05/25 12:51:52,20.325970,-9999.000000,0.040000,0.412000,7.630000,71,16.857180,0.992940,4.147480,0.989130
2022/05/25 12:54:09,20.420640,-9999.000000,0.012680,0.360320,8.630000,639,8.020730,0.996900,1.987360,0.955910
2022/05/25 12:55:35,20.396240,-9999.000000,0.006000,0.334000,8.630000,639,13.822160,0.852930,2.080850,0.971780
2022/05/25 12:57:30,20.552910,-9999.000000,0.001000,0.000000,8.880000,17,1.715090,0.941920,2.185920,0.944070
2022/05/25 12:58:56,20.540620,-9999.000000,0.004000,0.311000,8.880000,17,1.266490,0.973700,1.862120,0.954880
2022/05/25 13:01:20,20.693300,-9999.000000,0.005000,0.312000,7.380000,72,1.234170,0.916430,3.239070,0.962630
2022/05/25 13:02:46,20.616590,-9999.000000,0.005000,0.314000,7.380000,72,1.774990,0.842990,2.931220,0.977880
2022/05/25 13:05:40,20.860510,-9999.000000,0.005000,0.297000,8.130000,19,-0.501710,0.340170,2.851230,0.966830
2022/05/25 13:07:05,20.608630,-9999.000000,0.004770,0.304320,8.130000,19,0.303830,0.837880,2.422490,0.967860
2022/05/25 13:08:56,20.700580,-9999.000000,0.006000,0.310000,8.630000,64,1.148580,0.976730,2.185550,0.957160
2022/05/25 13:10:21,20.762370,-9999.000000,0.010000,0.360000,8.630000,64,0.780900,0.984530,1.727510,0.945390
2022/05/25 13:12:39,20.984860,-9999.000000,0.036000,0.416000,9.000000,4,0.318150,0.875460,5.524950,0.986420
2022/05/25 13:14:05,20.891050,-9999.000000,0.006000,0.341320,9.000000,4,0.277030,0.807230,4.590440,0.982620
2022/05/25 13:16:51,20.997430,-9999.000000,0.000000,0.000000,7.630000,52,22.924530,0.979500,1.604860,0.956570
2022/05/25 13:18:17,20.913310,-9999.000000,0.007000,0.398000,7.630000,52,16.241520,0.997420,1.568030,0.929190
2022/05/25 13:20:16,20.960890,-9999.000000,0.004000,0.428000,8.880000,29,26.836300,0.997570,0.876630,0.864930
2022/05/25 13:21:42,20.868570,-9999.000000,0.005000,0.433000,8.880000,29,20.769840,0.998470,0.808900,0.803770
2022/05/25 13:24:26,20.846050,-9999.000000,0.047000,0.498000,6.250000,50,28.441930,0.979440,1.214230,0.939840
2022/05/25 13:25:51,20.466890,-9999.000000,0.048000,0.517000,6.250000,50,19.524820,0.997370,1.026740,0.894200
2022/05/25 13:28:55,21.045200,-9999.000000,0.000000,0.004000,9.380000,2,2.171640,0.993580,4.574760,0.979710
2022/05/25 13:30:21,20.874630,-9999.000000,0.037000,0.468000,9.380000,2,1.549080,0.977510,4.218270,0.986030
2022/05/25 13:32:56,20.977790,-9999.000000,0.000000,0.000000,6.880000,30,-0.000470,0.000030,4.224700,0.986970
2022/05/25 13:34:22,21.048000,-9999.000000,0.001000,0.122000,6.880000,30,0.071200,0.410060,3.954630,0.991790
2022/05/25 13:36:49,21.242550,-9999.000000,0.000000,0.000000,11.000000,20,-0.095140,0.156370,4.465740,0.967580
2022/05/25 13:38:15,21.172810,-9999.000000,0.007000,0.333000,11.000000,20,-0.015540,0.016790,4.609660,0.983540
2022/05/25 13:40:25,20.923050,-9999.000000,0.004000,0.361000,5.250000,32,5.886890,0.992560,4.123960,0.991470
2022/05/25 13:41:50,20.628900,-9999.000000,0.005000,0.376000,5.250000,32,5.006110,0.913280,3.871960,0.989610
2022/06/08 11:33:30,25.392960,-9999.000000,0.016000,0.359000,8.500000,39,-0.334680,0.981470,7.277750,0.992620
2022/06/08 11:36:26,24.817130,-9999.000000,0.017000,0.358000,8.500000,39,-0.408580,0.989410,6.705670,0.998960
2022/06/08 11:40:01,25.785650,-9999.000000,0.015000,0.297000,8.750000,81,-0.721740,0.990220,7.336360,0.993120
2022/06/08 11:42:27,25.495810,-9999.000000,0.015000,0.299000,8.750000,81,-0.707630,0.991780,6.879710,0.996510
2022/06/08 11:45:05,25.673490,-9999.000000,0.025000,0.369000,10.250000,47,-0.302610,0.978970,9.070850,0.998750
2022/06/08 11:47:30,25.314010,-9999.000000,0.024000,0.373000,10.250000,47,-0.325020,0.979950,8.533400,0.999140
2022/06/08 11:50:15,25.935420,-9999.000000,0.015000,0.312000,9.250000,38,-0.404060,0.986870,6.655520,0.991150
2022/06/08 11:52:40,25.324500,-9999.000000,0.016000,0.311000,9.250000,38,-0.405640,0.972490,5.850260,0.995630
2022/06/08 11:55:23,25.860030,-9999.000000,0.000000,0.000000,8.000000,83,-0.897020,0.991950,8.511380,0.994060
2022/06/08 11:57:49,25.889080,-9999.000000,0.014000,0.220000,8.000000,83,-0.816180,0.994320,7.618960,0.997360
2022/06/08 12:00:38,26.058190,-9999.000000,0.014000,0.220000,9.130000,48,-0.302850,0.961780,5.144790,0.988900
2022/06/08 12:03:03,26.035800,-9999.000000,0.010000,0.154000,9.130000,48,-0.281450,0.953030,4.592940,0.993650
2022/06/08 12:05:56,26.427770,-9999.000000,0.008910,0.146410,8.750000,60,-0.443570,0.974880,5.292660,0.988040
2022/06/08 12:08:22,26.323800,-9999.000000,0.020000,0.254000,8.750000,60,-0.430490,0.973690,5.171950,0.993660
2022/06/08 12:11:14,26.603580,-9999.000000,0.022000,0.355000,8.250000,82,-1.169550,0.972470,9.398070,0.969400
2022/06/08 12:13:39,26.371590,-9999.000000,0.031000,0.360000,8.250000,82,0.000000,0.000000,0.000000,0.000000
2022/06/08 12:16:36,26.543090,-9999.000000,0.000000,0.000000,9.000000,37,-0.869030,0.986070,8.581720,0.994480
2022/06/08 12:19:02,26.409390,-9999.000000,0.012000,0.274000,9.000000,37,-0.744950,0.987000,7.952570,0.993900
2022/06/08 12:22:06,26.553700,-9999.000000,0.019000,0.286000,9.130000,46,-1.124980,0.982880,13.115370,0.982380
2022/06/08 12:24:31,26.262750,-9999.000000,0.019000,0.286000,9.130000,46,-1.045010,0.988340,11.347490,0.990680
2022/06/08 12:27:28,26.363480,-9999.000000,0.018000,0.285000,9.000000,57,-1.040090,0.974080,8.460730,0.974620
2022/06/08 12:29:53,25.969560,-9999.000000,0.019000,0.284000,9.000000,57,-0.846300,0.983660,6.546770,0.989550
2022/06/08 12:32:50,26.227830,-9999.000000,0.019000,0.283000,9.880000,65,-0.556880,0.983890,8.885230,0.989740
2022/06/08 12:35:16,26.138350,-9999.000000,0.025000,0.305000,9.880000,65,-0.411200,0.930060,6.598850,0.989060
2022/06/08 12:38:12,26.873760,-9999.000000,0.034000,0.354000,9.130000,45,-0.343550,0.873130,8.280480,0.973940
2022/06/08 12:40:39,26.626350,-9999.000000,0.031000,0.355000,9.130000,45,-0.214820,0.751790,5.988760,0.993620
2022/06/08 12:43:22,27.484070,-9999.000000,0.000000,0.000000,8.500000,40,-1.038790,0.995850,17.865490,0.998370
2022/06/08 12:45:48,27.568870,-9999.000000,0.041000,0.387000,8.500000,40,-0.924030,0.994390,15.704840,0.998860
2022/06/08 12:48:33,28.025780,-9999.000000,0.000000,0.000000,8.630000,84,-1.030960,0.989080,10.738940,0.990050
2022/06/08 12:50:59,28.015200,-9999.000000,0.034500,0.375550,8.630000,84,0.000000,0.000000,0.000000,0.000000
2022/06/08 12:53:48,28.055760,-9999.000000,0.044000,0.403000,8.250000,68,-0.361710,0.913040,6.082580,0.988320
2022/06/08 12:56:13,27.815730,-9999.000000,0.039000,0.386000,8.250000,68,-0.346550,0.914070,5.914590,0.988710
2022/06/10 10:01:35,22.396200,-9999.000000,0.000000,0.000000,9.380000,2,0.226090,0.842100,3.175950,0.972660
2022/06/10 10:03:41,21.740900,-9999.000000,0.008000,0.370000,9.380000,2,0.046590,0.162780,3.066350,0.968490
2022/06/10 10:06:19,21.927830,-9999.000000,0.000000,0.000000,8.630000,64,0.275160,0.927430,2.929720,0.977860
2022/06/10 10:08:25,21.533730,-9999.000000,0.009000,0.373000,8.630000,64,0.207840,0.887640,2.759140,0.981820
2022/06/10 10:10:47,21.872030,-9999.000000,0.009140,0.382500,9.000000,4,-0.436950,0.809850,6.814720,0.984720
2022/06/10 10:12:53,22.009880,-9999.000000,0.008000,0.322000,9.000000,4,0.076660,0.503870,4.900630,0.992910
2022/06/10 10:15:48,22.169160,-9999.000000,0.009000,0.324000,6.250000,50,55.202620,0.982920,0.780200,0.923860
2022/06/10 10:17:54,21.538110,-9999.000000,0.012000,0.434000,6.250000,50,44.724780,0.999030,0.707060,0.894810
2022/06/10 10:20:38,21.864660,-9999.000000,0.000000,0.000000,8.880000,29,29.309320,0.887830,1.013710,0.959080
2022/06/10 10:22:43,21.350440,-9999.000000,0.014000,0.460000,8.880000,29,9.847060,0.431260,0.939960,0.957880
2022/06/10 10:25:19,21.780980,-9999.000000,0.000000,0.000000,7.630000,52,122.971680,0.972360,1.856090,0.988050
2022/06/10 10:27:24,21.313890,-9999.000000,0.015000,0.465000,7.630000,52,47.029580,0.910070,1.770820,0.988970
2022/06/10 10:30:43,22.305050,-9999.000000,-0.001820,-0.078640,7.380000,72,0.889480,0.576750,4.208470,0.975210
2022/06/10 10:32:49,22.099000,-9999.000000,0.008180,0.347180,7.380000,72,1.859420,0.955710,3.686260,0.990050
2022/06/10 10:35:21,22.448110,-9999.000000,0.008000,0.366000,8.130000,19,0.036460,0.004540,3.613390,0.972000
2022/06/10 10:37:27,22.362290,-9999.000000,0.008000,0.368000,8.130000,19,0.668930,0.802680,3.064890,0.992090
2022/06/10 10:41:35,23.323190,-9999.000000,0.000000,0.000000,6.880000,30,-0.039830,0.423520,4.877060,0.995540
2022/06/10 10:43:40,22.747820,-9999.000000,0.023000,0.407000,6.880000,30,-0.057830,0.575960,4.650410,0.996360
2022/06/10 10:46:33,23.445200,-9999.000000,0.000000,0.000000,11.000000,20,-0.033890,0.230860,4.447620,0.992780
2022/06/10 10:48:38,23.659640,-9999.000000,0.016000,0.271000,11.000000,20,-0.041870,0.307990,4.340940,0.992950
2022/06/10 10:51:26,24.292370,-9999.000000,0.000000,0.000000,5.250000,32,0.469650,0.986580,3.823110,0.992530
2022/06/10 10:53:32,23.895310,-9999.000000,0.005000,0.267000,5.250000,32,0.535190,0.983110,4.028450,0.992350
2022/06/10 10:57:45,24.500440,-9999.000000,0.003090,0.223000,6.630000,62,41.904080,0.969320,11.528350,0.953750
2022/06/10 10:59:51,23.526070,-9999.000000,0.013680,0.448680,6.630000,62,17.286120,0.978200,5.318960,0.996310
2022/06/10 11:02:25,23.954060,-9999.000000,0.000000,0.000000,7.630000,71,339.504050,0.998290,6.335870,0.996740
2022/06/10 11:04:31,23.816200,-9999.000000,0.013000,0.437000,7.630000,71,248.452150,0.997150,5.771470,0.995670
2022/06/10 11:08:15,24.364850,-9999.000000,0.007000,0.362000,8.880000,17,1.729120,0.997440,2.857620,0.993300
2022/06/10 11:10:21,24.301560,-9999.000000,0.008000,0.372000,8.880000,17,1.582950,0.989550,2.789390,0.993280
2022/06/10 11:13:25,24.359660,-9999.000000,0.024000,0.424000,8.630000,639,7.255170,0.989230,3.962260,0.993070
2022/06/10 11:15:31,23.968930,-9999.000000,0.021000,0.439000,8.630000,639,7.945290,0.998020,3.753370,0.995940
2022/06/10 11:18:53,25.327720,-9999.000000,0.012000,0.362000,7.630000,18,0.104380,0.764560,4.199680,0.988530
2022/06/10 11:20:58,25.093970,-9999.000000,0.011000,0.364000,7.630000,18,0.106810,0.773610,3.447470,0.993590
2022/06/10 11:24:33,25.587660,-9999.000000,0.000000,0.000000,8.380000,70,0.775890,0.990590,7.464260,0.994250
2022/06/10 11:26:39,25.030240,-9999.000000,0.028000,0.511000,8.380000,70,1.179880,0.951600,8.098640,0.978790
2022/06/10 11:29:18,24.996040,-9999.000000,0.000000,0.000000,9.000000,693,2047.557170,0.882030,1.624880,0.971350
2022/06/10 11:31:24,23.813250,-9999.000000,0.030000,0.468000,9.000000,693,231.764870,0.994790,1.742990,0.987040
2022/06/10 11:34:16,23.853750,-9999.000000,0.048000,0.602000,8.130000,49,49.195200,0.991990,1.374340,0.967840
2022/06/10 11:36:22,23.496900,-9999.000000,0.029000,0.522000,8.130000,49,36.660200,0.998020,1.274520,0.959520
2022/06/10 11:39:56,24.071350,-9999.000000,0.018000,0.429000,8.000000,51,37.898080,0.996080,4.227520,0.994600
2022/06/10 11:42:02,23.618550,-9999.000000,0.019000,0.430000,8.000000,51,28.242320,0.990160,3.899650,0.991660
2022/06/10 11:44:45,24.151620,-9999.000000,0.017730,0.455180,9.000000,61,-0.141620,0.812190,3.487350,0.993000
2022/06/10 11:46:51,24.810780,-9999.000000,0.019000,0.345000,9.000000,61,-0.124280,0.600120,3.590730,0.993290
2022/06/10 11:49:27,25.346860,-9999.000000,0.000000,0.000000,8.380000,31,-0.405190,0.971660,5.931250,0.994680
2022/06/10 11:51:32,25.547090,-9999.000000,0.016000,0.330000,8.380000,31,-0.387110,0.973280,5.571480,0.996660
2022/06/10 11:54:20,25.454610,-9999.000000,0.000000,0.000000,8.750000,3,-0.244780,0.946350,5.797420,0.995310
2022/06/10 11:56:25,25.541070,-9999.000000,0.013000,0.277000,8.750000,3,-0.320510,0.965080,6.040700,0.995430
2022/06/10 12:01:05,24.660030,-9999.000000,0.029000,0.305000,8.750000,60,-0.356030,0.953040,5.136440,0.987620
2022/06/10 12:03:11,24.527500,-9999.000000,0.030000,0.317000,8.750000,60,-0.384990,0.960240,4.828050,0.992800
2022/06/10 12:05:56,24.426310,-9999.000000,0.016000,0.304000,8.250000,85,-0.682790,0.981850,6.473680,0.991670
2022/06/10 12:08:01,24.597990,-9999.000000,0.016000,0.303000,8.250000,85,-0.648670,0.979980,6.069920,0.993250
2022/06/10 12:10:25,24.861780,-9999.000000,0.000000,0.000000,9.130000,58,-0.117560,0.641570,4.708500,0.987060
2022/06/10 12:12:30,25.135080,-9999.000000,0.026000,0.361000,9.130000,58,-0.089590,0.558320,4.193710,0.987790
2022/06/10 12:15:11,24.877100,-9999.000000,0.016000,0.318000,9.880000,41,-0.644820,0.973380,6.770140,0.987950
2022/06/10 12:17:16,24.862840,-9999.000000,0.017000,0.332000,9.880000,41,-0.622320,0.975980,6.374240,0.990530
2022/06/10 12:19:57,24.713290,-9999.000000,0.028000,0.374000,8.500000,87,-0.511270,0.972550,5.649320,0.991970
2022/06/10 12:22:01,24.682040,-9999.000000,0.028000,0.376000,8.500000,87,0.000000,0.000000,0.000000,0.000000
2022/06/10 12:24:34,24.795320,-9999.000000,0.028000,0.376000,8.130000,59,-0.419620,0.955140,6.050830,0.986510
2022/06/10 12:26:39,25.487870,-9999.000000,0.035000,0.409000,8.130000,59,-0.370520,0.950440,5.091380,0.991950
2022/06/10 12:29:18,25.327920,-9999.000000,0.000000,0.000000,9.250000,53,-0.173810,0.833460,4.159580,0.990160
2022/06/10 12:31:23,25.070510,-9999.000000,0.035000,0.420000,9.250000,53,-0.140470,0.739720,4.121210,0.969530
2022/06/10 12:33:43,24.882950,-9999.000000,0.039320,0.459950,8.250000,54,-1.425260,0.994040,10.060800,0.994930
2022/06/10 12:35:48,24.812220,-9999.000000,0.016000,0.255000,8.250000,54,-1.307930,0.989990,9.203540,0.994160
2022/06/10 12:38:07,24.695050,-9999.000000,0.039000,0.418000,9.380000,56,-0.507350,0.968980,6.924690,0.994350
2022/06/10 12:40:12,24.796440,-9999.000000,0.038000,0.421000,9.380000,56,-0.488230,0.968050,6.572420,0.992980
2022/06/10 12:42:28,24.872320,-9999.000000,0.039000,0.418000,8.380000,44,-0.608380,0.973880,8.042350,0.993330
2022/06/10 12:44:33,24.766650,-9999.000000,0.034000,0.432000,8.380000,44,-0.547220,0.960190,7.148460,0.992880
2022/06/10 12:46:51,24.757460,-9999.000000,0.036360,0.421090,9.250000,88,-0.334610,0.935280,5.705610,0.986150
2022/06/10 12:48:57,24.791950,-9999.000000,0.038000,0.423000,9.250000,88,0.000000,0.000000,0.000000,0.000000
