Collar,Rep,datetime,FCH4,r2,ts_2,SWC
83,,11/21/2019 12:33,-1.45406,0.99217,10.8,0.131
82,,6/14/2019 11:44,-9999,-9999,17.7,0.391
82,,6/14/2019 11:46,-9999,-9999,17.7,0.396
82,,9/18/2019 12:34,-9999,-9999,22.4,0
82,,9/18/2019 12:36,-9999,-9999,22.6,0.11
82,,11/6/2019 14:21,-2.4771,0.99268,13.5,0.028
82,,11/6/2019 14:23,-2.09,0.9944,13.5,0.033
82,,11/21/2019 12:47,-1.08198,0.98173,11.2,0.003
82,,11/21/2019 12:49,-1.36684,0.99255,11.2,0.011
81,,6/14/2019 10:56,-9999,-9999,18,0.429
81,,6/14/2019 10:57,-9999,-9999,18.2,0.429
81,,11/6/2019 13:21,-2.4811,0.99024,13,0.19
81,,11/6/2019 13:22,-1.89157,0.99011,13.1,0.187
81,,11/18/2019 14:52,-1.95181,0.95988,10.2,0.007
81,,11/18/2019 14:53,0,0,10.22727,0.00445
80,,6/7/2019 14:53,-9999,-9999,21.5,0.372
80,,6/7/2019 14:55,-9999,-9999,21.3,0.372
80,,9/25/2019 9:21,-9999,-9999,20.5,0
80,,9/25/2019 9:22,-9999,-9999,20.5,0.024
80,,11/4/2019 12:43,-1.69663,0.99189,17.3,0.164
80,,11/4/2019 12:45,-1.17537,0.98218,17.3,0.164
80,,11/20/2019 12:09,-1.74199,0.99104,13.8,0
80,,11/20/2019 12:11,-1.68764,0.99614,13.7,0.002
80,,12/19/2019 14:42,-1.59956,0.97604,4.7,0
80,,12/19/2019 14:43,-1.33818,0.92803,4.6,0
79,,6/7/2019 15:08,-9999,-9999,21.58182,0.11186
79,,6/7/2019 15:09,-9999,-9999,21.7,0.272
79,,9/25/2019 9:48,-9999,-9999,21.65455,-0.00773
79,,9/25/2019 9:49,-9999,-9999,21.9,0.037
79,,11/4/2019 12:14,-0.20526,0.81903,18,0
79,,11/4/2019 12:15,-0.22261,0.76881,18,0.21
79,,11/20/2019 11:43,-0.12479,0.53661,12.6,0.006
79,,11/20/2019 11:45,0,0,12.7,0.003
79,,12/19/2019 14:22,-0.31698,0.85617,5,0
79,,12/19/2019 14:23,-0.38141,0.91472,5,0
78,,6/7/2019 15:16,-9999,-9999,21.7,0.487
78,,6/7/2019 15:18,-9999,-9999,21.9,0.484
78,,9/25/2019 9:56,-9999,-9999,21.9,-0.11127
78,,9/25/2019 9:57,-9999,-9999,21.9,0.407
78,,11/4/2019 11:42,0.35961,0.84931,18.4,0.08
78,,11/4/2019 11:43,0.26357,0.89768,18.8,0.445
78,,11/20/2019 11:13,0.24512,0.72723,11.3,-0.0075
78,,11/20/2019 11:15,0.25004,0.63557,11.3,0.057
78,,12/19/2019 14:09,-0.07512,0.30348,5.1,0
78,,12/19/2019 14:11,0,0,5,0
77,,6/7/2019 14:59,-9999,-9999,21.5,0
77,,6/7/2019 15:00,-9999,-9999,21.5,0.409
77,,9/25/2019 9:25,-9999,-9999,20.5,0.008
77,,9/25/2019 9:26,-9999,-9999,20.7,0.002
77,,11/4/2019 12:31,0,0,17.3,-0.01827
77,,11/4/2019 12:33,-0.50818,0.95769,17.3,0.137
77,,11/20/2019 11:55,-0.70413,0.92275,13.3,0.002
77,,11/20/2019 11:57,-0.60934,0.94804,13.4,0.006
77,,12/19/2019 14:32,-0.61925,0.97887,5,0
77,,12/19/2019 14:34,0,0,4.9,0
76,,6/7/2019 10:50,-9999,-9999,21.9,0.319
76,,6/7/2019 10:52,-9999,-9999,22.1,0.31718
76,,9/20/2019 13:51,-9999,-9999,24.2,0.389
76,,9/20/2019 13:52,-9999,-9999,24.96364,0.38964
76,,11/4/2019 14:49,-0.30886,0.89798,16.25909,0.16577
76,,11/4/2019 14:51,-0.28752,0.90291,16,0.381
76,,11/20/2019 14:27,-0.3352,0.88171,14.9,0
76,,11/20/2019 14:29,-0.38893,0.93373,14.7,0.116
76,,12/19/2019 12:15,-0.40571,0.41617,5.4,0
76,,12/19/2019 12:16,-0.34418,0.95341,5.44091,0
75,,6/7/2019 11:54,-9999,-9999,22.1,0.388
75,,6/7/2019 11:55,-9999,-9999,22.1,0.388
75,,9/20/2019 13:02,-9999,-9999,24.26818,0
75,,9/20/2019 13:04,-9999,-9999,24.2,0
75,,11/4/2019 15:40,0.09567,0.46413,14.7,0
75,,11/4/2019 15:41,0.25332,0.92418,14.7,0.435
75,,11/20/2019 15:21,0.01169,0.01,12,0.047
75,,11/20/2019 15:22,0.13189,0.60651,11.9,0.047
75,,12/19/2019 13:01,0.03155,0.07803,5.9,0
75,,12/19/2019 13:02,0.09227,0.41678,5.8,0
74,,6/7/2019 11:00,-9999,-9999,21.9,0
74,,6/7/2019 11:01,-9999,-9999,21.9,0.331
74,,9/20/2019 13:39,-9999,-9999,23.3,0
74,,9/20/2019 13:40,-9999,-9999,23.3,0.355
74,,11/4/2019 14:57,-0.06153,0.43325,15.7,0.325
74,,11/4/2019 14:59,-0.08076,0.4747,15.5,0.324
74,,11/20/2019 14:39,0.03983,0.13874,14.1,0.095
74,,11/20/2019 14:41,-0.00451,0.00315,14.02727,0.09827
74,,12/19/2019 12:25,-0.10547,0.56749,6.6,0
74,,12/19/2019 12:26,-0.10888,0.35405,7.1,0
73,,6/7/2019 11:36,-9999,-9999,21.3,0
73,,6/7/2019 11:37,-9999,-9999,21.5,0.364
73,,9/20/2019 13:18,-9999,-9999,23.9,0.272
73,,9/20/2019 13:20,-9999,-9999,23.7,0.268
73,,11/4/2019 15:21,-0.22961,0.89836,15.4,-0.0435
73,,11/4/2019 15:23,-0.19065,0.81422,15.4,0.319
73,,11/20/2019 15:04,0.01214,0.01858,12.4,0.026
73,,11/20/2019 15:05,-0.04893,0.15969,12.3,0.038
73,,12/19/2019 12:46,-0.13722,0.64286,6.5,0
73,,12/19/2019 12:48,-0.07113,0.42378,6.5,0
72,,6/12/2019 12:26,-9999,-9999,20.5,0.596
72,,6/12/2019 12:28,-9999,-9999,20.7,0.595
72,,9/18/2019 8:19,-9999,-9999,21.3,-0.05291
72,,9/18/2019 8:20,-9999,-9999,21.3,0.389
72,,11/6/2019 10:34,-0.11472,0.39666,11.9,0.091
72,,11/6/2019 10:35,-0.14665,0.51636,11.9,0.092
72,,11/18/2019 10:50,0.0041,0.00114,10.3,0.011
72,,11/18/2019 10:51,-0.05784,0.17443,10.4,0.011
72,,12/20/2019 12:56,0,0,3.3,0
72,,12/20/2019 12:57,-0.1933,0.82232,3.3,0
71,,6/12/2019 12:00,-9999,-9999,19.7,0.475
71,,6/12/2019 12:02,-9999,-9999,19.7,0.475
71,,9/18/2019 8:36,-9999,-9999,21.9,0.344
71,,9/18/2019 8:38,-9999,-9999,21.9,0.36273
71,,11/6/2019 10:59,6.87742,0.98518,12,0
71,,11/6/2019 11:00,5.70275,0.99579,12,0
71,,11/18/2019 11:19,5.52082,0.99374,10.3,0
71,,11/18/2019 11:21,5.68513,0.99531,10.3,0.025
71,,12/20/2019 13:19,2.21798,0.98343,2.9,0
71,,12/20/2019 13:21,2.57192,0.98393,2.9,0
70,,6/12/2019 11:08,-9999,-9999,20.35455,-0.13773
70,,6/12/2019 11:10,-9999,-9999,20.1,0.505
70,,9/18/2019 9:07,-9999,-9999,20.9,-0.11918
70,,9/18/2019 9:08,-9999,-9999,20.9,0.433
70,,11/6/2019 11:33,-0.64345,0.9609,12.1,0.126
70,,11/6/2019 11:34,-0.45072,0.94294,12.3,0.431
70,,11/18/2019 11:47,-0.54686,0.94726,10.3,0
70,,11/18/2019 11:49,-0.47042,0.92597,10.4,0.009
70,,12/20/2019 13:55,0,0,2.06818,0
70,,12/20/2019 13:56,-0.3371,0.92862,2.2,0
69,,6/12/2019 11:32,-9999,-9999,19.9,0.59
69,,6/12/2019 11:33,-9999,-9999,20.1,0.588
69,,9/18/2019 8:45,-9999,-9999,21.7,0.266
69,,9/18/2019 8:47,-9999,-9999,21.7,0.264
69,,11/6/2019 11:12,0.09435,0.37351,12.1,0.327
69,,11/6/2019 11:14,0.00506,0.00164,12.13636,0.33436
69,,11/18/2019 11:29,0.03668,0.0617,10.2,0.024
69,,11/18/2019 11:30,0.05999,0.16974,10.2,0.012
69,,12/20/2019 13:26,-0.42316,0.95416,2.8,0
69,,12/20/2019 13:27,0,0,2.56364,0
68,,6/12/2019 14:10,-9999,-9999,21.7,0.029
68,,6/12/2019 14:12,-9999,-9999,21.5,0.36
68,,6/14/2019 10:03,-9999,-9999,18.4,0.21
68,,6/14/2019 10:04,-9999,-9999,18.2,0.212
68,,9/18/2019 12:08,-9999,-9999,23,0.051
68,,9/18/2019 12:10,-9999,-9999,22.8,0.051
68,,11/6/2019 13:48,-1.78848,0.97479,12.8,0.035
68,,11/6/2019 13:50,-1.56361,0.98127,12.8,0.033
68,,11/21/2019 12:12,-1.59668,0.99103,11.6,0
68,,11/21/2019 12:14,-1.53881,0.99168,11.3,0.003
67,,6/14/2019 10:31,-9999,-9999,17.7,0
67,,6/14/2019 10:32,-9999,-9999,17.7,0.414
67,,9/18/2019 11:49,-9999,-9999,22.8,0.105
67,,9/18/2019 11:50,-9999,-9999,22.8,0.101
67,,11/6/2019 13:29,-1.18752,0.90037,13.1,0.044
67,,11/6/2019 13:30,-1.05808,0.9384,13.1,0.043
67,,11/18/2019 15:03,-0.64803,0.96124,9.8,0.011
67,,11/18/2019 15:04,-0.80105,0.96962,9.8,0.011
66,,6/14/2019 11:52,-9999,-9999,17.9,0.38
66,,6/14/2019 11:54,-9999,-9999,17.9,0.38541
66,,9/18/2019 12:51,-9999,-9999,22.1,0.09373
66,,9/18/2019 12:53,-9999,-9999,22.1,0.092
66,,11/6/2019 14:26,-1.55513,0.99443,13.5,0.039
66,,11/6/2019 14:27,-1.28637,0.98858,13.5,0.037
66,,11/21/2019 12:44,-1.20859,0.97858,11.2,0.001
66,,11/21/2019 12:45,-1.36798,0.99269,11.2,0.003
65,,6/14/2019 10:36,-9999,-9999,17.7,0.47
65,,6/14/2019 10:38,-9999,-9999,17.7,0.473
65,,9/18/2019 12:14,-9999,-9999,22.6,0.128
65,,9/18/2019 12:15,-9999,-9999,22.6,0.123
65,,11/6/2019 13:57,-1.98757,0.98045,12.7,0.03018
65,,11/6/2019 13:59,-1.58311,0.98629,12.8,0.032
65,,11/21/2019 12:20,-1.10521,0.97651,11,0.007
65,,11/21/2019 12:21,0,0,11,0.009
64,,6/12/2019 12:41,-9999,-9999,21.1,0.08636
64,,6/12/2019 12:43,-9999,-9999,21.1,0.475
64,,9/18/2019 8:07,-9999,-9999,20.5,0.169
64,,9/18/2019 8:09,-9999,-9999,20.9,0.167
64,,11/6/2019 10:20,-0.43416,0.945,11.7,0.069
64,,11/6/2019 10:22,0,0,11.7,0.07359
64,,11/18/2019 10:41,-0.37186,0.88797,10.4,-0.00232
64,,11/18/2019 10:42,-0.32608,0.87909,10.3,0.017
64,,12/20/2019 12:59,-0.25639,0.88875,3.3,0
64,,12/20/2019 13:00,-0.24488,0.91202,3.52273,0
63,,6/12/2019 12:14,-9999,-9999,20.23636,0.55595
63,,6/12/2019 12:16,-9999,-9999,20.3,0.555
63,,9/18/2019 8:32,-9999,-9999,22.1,0.426
63,,9/18/2019 8:33,-9999,-9999,22.1,0.414
63,,11/6/2019 10:47,0.15043,0.65684,12,-0.02536
63,,11/6/2019 10:48,0.03382,0.08777,12,0.096
63,,11/18/2019 11:16,0.36243,0.84561,10.07727,0.00309
63,,11/18/2019 11:17,0.16587,0.66741,10.2,0.006
63,,12/20/2019 13:16,-0.11441,0.54825,3,0
63,,12/20/2019 13:17,-0.02789,0.13124,2.9,0
62,,6/12/2019 11:56,-9999,-9999,19.7,0.569
62,,6/12/2019 11:58,-9999,-9999,19.7,0.565
62,,9/18/2019 8:50,-9999,-9999,21.5,0.431
62,,9/18/2019 8:52,-9999,-9999,21.5,0.486
62,,11/6/2019 11:16,-0.00779,0.005,12.1,0.052
62,,11/6/2019 11:18,-0.00811,0.00827,12.1,0.05186
62,,11/18/2019 11:32,-0.01531,0.03373,10.2,0.016
62,,11/18/2019 11:33,-0.00803,0.00626,10.2,0.016
62,,12/20/2019 13:29,0,0,2.2,0
62,,12/20/2019 13:31,-0.12708,0.75254,2.2,0
61,,6/12/2019 10:47,-9999,-9999,20.95455,-0.12818
61,,6/12/2019 10:49,-9999,-9999,20.5,0.472
61,,9/18/2019 9:20,-9999,-9999,20.63636,0.04841
61,,9/18/2019 9:21,-9999,-9999,20.7,0.071
61,,11/6/2019 11:41,-0.23655,0.81808,12.8,0
61,,11/6/2019 11:43,-0.17855,0.74451,13,0.031
61,,12/20/2019 14:08,-0.31736,0.93772,2.2,0
61,,12/20/2019 14:10,-0.39421,0.95805,2.3,0
60,,6/14/2019 13:56,-9999,-9999,19.7,0
60,,6/14/2019 13:58,-9999,-9999,19.7,0
60,,9/19/2019 13:16,-9999,-9999,21.1,0.01764
60,,9/19/2019 13:18,-9999,-9999,21.3,0.099
60,,11/6/2019 15:17,-1.9589,0.98745,12.8,-0.00455
60,,11/6/2019 15:19,-1.77811,0.9932,12.8,0.023
60,,11/21/2019 13:38,-1.45124,0.99022,11,0
60,,11/21/2019 13:40,-1.62366,0.99048,11,0.003
60,,12/20/2019 10:42,-0.53864,0.96797,0.4,0
60,,12/20/2019 10:43,-0.60779,0.9689,0.5,0
59,,6/14/2019 13:44,-9999,-9999,19.5,0.432
59,,6/14/2019 13:46,-9999,-9999,19.5,0.43618
59,,9/19/2019 13:32,-9999,-9999,21.1,0.091
59,,9/19/2019 13:33,-9999,-9999,21.1,0.093
59,,11/6/2019 15:34,-0.31613,0.38159,12.6,0.02509
59,,11/6/2019 15:36,-1.47958,0.97535,12.6,0.031
59,,11/21/2019 13:50,-0.92889,0.96612,11,0.005
59,,11/21/2019 13:51,-0.78213,0.97261,11.1,0.005
59,,12/20/2019 10:35,-0.56481,0.97614,0.5,0
59,,12/20/2019 10:36,-0.57619,0.97082,0.5,0
58,,6/14/2019 14:07,-9999,-9999,19.5,0.006
58,,6/14/2019 14:08,-9999,-9999,19.5,0.012
58,,9/19/2019 13:08,-9999,-9999,20.63636,0.04705
58,,9/19/2019 13:10,-9999,-9999,20.7,0.07
58,,11/6/2019 15:10,-1.61154,0.96384,12.8,0
58,,11/6/2019 15:11,-1.29784,0.98883,12.8,0.018
58,,11/21/2019 13:31,-1.36172,0.93763,11,0
58,,11/21/2019 13:32,-1.07216,0.97313,11,0
58,,12/20/2019 10:49,-0.35342,0.93702,1,0
58,,12/20/2019 10:50,-0.61539,0.96699,0.9,0
57,,6/14/2019 15:08,-9999,-9999,20.3,0.064
57,,6/14/2019 15:09,-9999,-9999,20.3,0.066
57,,9/19/2019 14:10,-9999,-9999,21.5,0.135
57,,9/19/2019 14:12,-9999,-9999,21.5,0.135
57,,11/6/2019 14:50,-2.10941,0.9579,13,0.03609
57,,11/6/2019 14:52,-1.43193,0.9881,13,0.027
57,,11/21/2019 13:11,-1.56654,0.98862,11.1,0
57,,11/21/2019 13:12,-1.37296,0.9839,11.1,0.011
57,,12/20/2019 9:56,-1.46342,0.99145,3.1,0.004
57,,12/20/2019 9:57,-1.11459,0.99194,2.8,0.004
56,,6/14/2019 13:08,-9999,-9999,18.6,0.468
56,,6/14/2019 13:09,-9999,-9999,18.6,0.471
56,,9/19/2019 13:55,-9999,-9999,21.1,0.114
56,,9/19/2019 13:56,-9999,-9999,21.1,0.114
56,,11/6/2019 14:35,-2.72913,0.99245,13.3,0.02045
56,,11/6/2019 14:37,-2.39237,0.99561,13.3,0.028
56,,11/21/2019 12:56,-1.72731,0.97529,11.1,0.013
56,,11/21/2019 12:58,-1.82445,0.98256,11.1,0.011
56,,12/20/2019 9:41,-0.88265,0.97211,10.7,0.015
56,,12/20/2019 9:43,-1.44461,0.97679,9,0.005
55,,6/14/2019 14:23,-9999,-9999,19.5,0.294
55,,6/14/2019 14:24,-9999,-9999,19.7,0.299
55,,9/19/2019 12:50,-9999,-9999,20.9,0.116
55,,9/19/2019 12:51,-9999,-9999,20.7,0.116
55,,11/6/2019 14:58,-1.58086,0.98918,12.8,0.031
55,,11/6/2019 15:00,-1.18056,0.99071,12.8,0.034
55,,11/21/2019 13:19,-0.94121,0.96877,11,0.006
55,,11/21/2019 13:20,-0.96283,0.97492,11,0.006
55,,12/20/2019 10:07,-0.75406,0.98156,1.1,0.004
55,,12/20/2019 10:08,-0.71517,0.982,1.1,0.004
54,,6/14/2019 13:16,-9999,-9999,18.8,0.003
54,,6/14/2019 13:17,-9999,-9999,18.9,0.003
54,,11/21/2019 14:08,-2.92905,0.97154,10.8,0.00255
54,,11/21/2019 14:10,-2.6545,0.99426,10.7,0
54,,12/20/2019 10:14,-1.72043,0.9843,0.6,0
54,,12/20/2019 10:15,-2.76397,0.98867,0.6,0
53,,6/14/2019 13:28,-9999,-9999,18.9,0
53,,6/14/2019 13:30,-9999,-9999,18.8,0.403
53,,9/19/2019 13:44,-9999,-9999,20.9,0.095
53,,9/19/2019 13:45,-9999,-9999,20.85455,0.098
53,,11/6/2019 15:44,-1.92332,0.95996,12.4,0.083
53,,11/6/2019 15:45,-1.19642,0.99033,12.4,0.073
53,,11/21/2019 14:01,-1.17716,0.98786,11.1,0
53,,11/21/2019 14:03,-0.9335,0.96811,11,0.006
53,,12/20/2019 10:24,-0.67619,0.96648,0.6,0
53,,12/20/2019 10:26,-0.87528,0.97716,0.5,0
52,,6/12/2019 13:00,-9999,-9999,21.3,0.221
52,,6/12/2019 13:01,-9999,-9999,21.3,0.272
52,,9/18/2019 7:54,-9999,-9999,21.1,0.598
52,,9/18/2019 7:56,-9999,-9999,21.1,0.725
52,,11/6/2019 9:57,-0.01702,0.02658,14,0
52,,11/6/2019 9:59,-0.03908,0.13795,13.4,0.524
52,,11/18/2019 10:24,-0.02304,0.04016,13,0
52,,11/18/2019 10:26,-0.05625,0.16748,12.3,0.036
52,,12/20/2019 12:46,-0.05404,0.17142,4.4,0
52,,12/20/2019 12:47,-0.01028,0.01001,4.2,0
51,,6/12/2019 10:51,-9999,-9999,20.3,0
51,,6/12/2019 10:52,-9999,-9999,20.1,0.507
51,,9/18/2019 9:11,-9999,-9999,21.1,0
51,,9/18/2019 9:13,-9999,-9999,20.9,0.95
51,,11/6/2019 11:38,0.00443,0.00168,12.4,0.069
51,,11/6/2019 11:39,-0.02587,0.11854,12.7,0.071
51,,11/18/2019 11:51,0.01048,0.01081,10.4,0
51,,11/18/2019 11:53,0.00741,0.00348,10.4,0.025
51,,12/20/2019 14:12,-0.0594,0.32549,2.3,0
51,,12/20/2019 14:13,-0.07337,0.52936,2.4,0
50,,6/12/2019 13:04,-9999,-9999,21.3,0.515
50,,6/12/2019 13:06,-9999,-9999,21.3,0.515
50,,9/18/2019 7:58,-9999,-9999,20.9,0
50,,9/18/2019 8:00,-9999,-9999,20.9,0
50,,11/6/2019 9:54,0.12524,0.04834,15.08182,0.501
50,,11/6/2019 9:55,-0.0321,0.12553,14.4,0.498
50,,11/18/2019 10:20,-0.25102,0.5161,14.4,0.034
50,,11/18/2019 10:22,0.0183,0.02205,13.5,0.033
50,,12/20/2019 12:30,0.31419,0.41646,10.8,0
50,,12/20/2019 12:31,-0.04312,0.1389,10.08182,0
49,,6/12/2019 11:12,-9999,-9999,20.1,0.10927
49,,6/12/2019 11:14,-9999,-9999,19.9,0.601
49,,9/18/2019 8:59,-9999,-9999,21.3,0
49,,9/18/2019 9:00,-9999,-9999,21.3,0
49,,11/6/2019 11:28,1.06408,0.97715,12.4,0.087
49,,11/6/2019 11:30,1.1478,0.97696,12.4,0.091
49,,11/18/2019 11:44,0.43774,0.94541,10.4,0.025
49,,11/18/2019 11:45,0.42874,0.93513,10.4,0.028
49,,12/20/2019 13:58,0.05305,0.29135,2.4,0
49,,12/20/2019 14:00,0.02557,0.07896,2.4,0
48,,6/14/2019 11:35,-9999,-9999,17.7,-0.09355
48,,6/14/2019 11:36,-9999,-9999,17.7,0.343
48,,9/18/2019 12:29,-9999,-9999,22.4,0.109
48,,9/18/2019 12:31,-9999,-9999,22.6,0.111
48,,11/6/2019 14:13,-1.91489,0.99211,13.4,0.034
48,,11/6/2019 14:14,-1.7308,0.99205,13.4,0.03
48,,11/21/2019 12:36,-1.24048,0.98471,11,0.009
48,,11/21/2019 12:37,-1.21653,0.98672,11.1,0.011
47,,6/14/2019 11:20,-9999,-9999,18.2,0.44718
47,,6/14/2019 11:22,-9999,-9999,18.2,0.455
47,,9/18/2019 11:33,-9999,-9999,22.1,0.107
47,,9/18/2019 11:35,-9999,-9999,22.4,0.109
47,,11/6/2019 14:01,-2.14847,0.98365,13,0.017
47,,11/6/2019 14:03,-1.64843,0.99507,13,0.025
47,,11/21/2019 12:28,-1.50192,0.96233,10.8,0.011
47,,11/21/2019 12:29,-1.39483,0.98256,10.8,0.011
46,,6/14/2019 10:41,-9999,-9999,17.9,0.418
46,,6/14/2019 10:42,-9999,-9999,17.9,0.425
46,,9/18/2019 11:44,-9999,-9999,22.6,0.133
46,,9/18/2019 11:45,-9999,-9999,22.8,0.135
46,,11/6/2019 13:25,-2.4676,0.99187,13.1,0.049
46,,11/6/2019 13:26,-2.18835,0.99544,13.1,0.07345
46,,11/18/2019 14:58,-1.62937,0.99336,9.9,0
46,,11/18/2019 15:00,-1.68992,0.99157,9.8,0.001
45,,6/14/2019 10:22,-9999,-9999,18,-0.11736
45,,6/14/2019 10:24,-9999,-9999,17.9,0.436
45,,9/18/2019 11:54,-9999,-9999,22.8,0.114
45,,9/18/2019 11:55,-9999,-9999,22.8,0.114
45,,11/6/2019 13:33,-2.35261,0.98525,13.1,0.033
45,,11/6/2019 13:35,-2.03834,0.99388,13.1,0.041
45,,11/18/2019 15:12,-2.10724,0.98291,9.6,0.014
45,,11/18/2019 15:13,0,0,9.6,0.01436
44,,6/14/2019 13:12,-9999,-9999,18.6,0.453
44,,6/14/2019 13:14,-9999,-9999,18.54545,0.457
44,,9/19/2019 14:00,-9999,-9999,20.9,0.138
44,,9/19/2019 14:02,-9999,-9999,21.1,0.141
44,,11/6/2019 14:39,-1.60812,0.99062,13.1,0
44,,11/6/2019 14:41,-1.39984,0.98715,13.1,0.029
44,,11/21/2019 13:04,-1.57547,0.98475,11.1,0
44,,11/21/2019 13:05,-1.22731,0.98866,11.1,0
44,,12/20/2019 9:49,-0.90206,0.97722,5.7,0
44,,12/20/2019 9:50,-0.80038,0.97242,5.2,0
43,,6/14/2019 14:15,-9999,-9999,19.3,0
43,,6/14/2019 14:17,-9999,-9999,19.3,0.512
43,,9/19/2019 13:04,-9999,-9999,20.3,0.108
43,,9/19/2019 13:05,-9999,-9999,20.27273,0.11
43,,11/6/2019 15:06,-2.17766,0.97736,12.8,0.034
43,,11/6/2019 15:08,-1.6297,0.99186,12.8,0.031
43,,11/21/2019 13:27,-1.46999,0.99155,10.8,0.006
43,,11/21/2019 13:28,-1.32097,0.99259,10.8,0.006
43,,12/20/2019 10:00,0,0,2.1,0
43,,12/20/2019 10:01,-0.9408,0.9562,2,0
42,,6/14/2019 13:33,-9999,-9999,18.8,0
42,,6/14/2019 13:34,-9999,-9999,18.9,0
42,,9/19/2019 13:38,-9999,-9999,21.1,0.144
42,,9/19/2019 13:40,-9999,-9999,20.9,0.143
42,,11/6/2019 15:38,-2.35164,0.98793,12.4,0
42,,11/21/2019 13:58,-2.31201,0.98828,11,0
42,,11/21/2019 13:59,-2.13752,0.99053,11.1,0
42,,12/20/2019 10:21,-0.65199,0.96842,0.6,0
42,,12/20/2019 10:22,-0.79019,0.97466,0.6,0
41,,6/14/2019 13:52,-9999,-9999,19.7,0.396
41,,6/14/2019 13:53,-9999,-9999,19.65455,0.39955
41,,9/19/2019 13:21,-9999,-9999,21.1,0.081
41,,9/19/2019 13:22,-9999,-9999,21.3,0.077
41,,11/6/2019 15:25,-2.68387,0.9788,12.7,0.016
41,,11/6/2019 15:26,-1.8077,0.99584,12.7,0.016
41,,11/21/2019 13:46,-2.20671,0.99299,11.1,0
41,,11/21/2019 13:47,-1.76363,0.98996,11.1,0
41,,12/20/2019 10:31,-1.6867,0.99196,0.5,0
41,,12/20/2019 10:33,-1.5417,0.99267,0.5,0
40,,6/14/2019 10:14,-9999,-9999,17.9,0
40,,6/14/2019 10:15,-9999,-9999,18,0.336
40,,9/18/2019 11:59,-9999,-9999,23,0.088
40,,9/18/2019 12:01,-9999,-9999,23,0.137
40,,11/6/2019 13:41,-1.48266,0.99274,13.1,0.043
40,,11/6/2019 13:43,-1.25884,0.99078,13.1,0.013
40,,11/21/2019 12:05,-1.11374,0.98089,12.4,0.004
40,,11/21/2019 12:06,-1.10358,0.98985,12.3,0.006
39,,6/14/2019 10:51,-9999,-9999,18,0
39,,6/14/2019 10:52,-9999,-9999,18,0.504
39,,11/6/2019 13:16,-9999,-9999,13.1,0
39,,11/6/2019 13:17,-9999,-9999,13.1,0.14295
39,,11/18/2019 14:48,-1.37235,0.98707,10.4,0.009
39,,11/18/2019 14:49,-1.37685,0.98784,10.3,0.015
38,,6/14/2019 11:27,-9999,-9999,17.9,0.356
38,,6/14/2019 11:28,-9999,-9999,17.9,0.356
38,,9/18/2019 11:38,-9999,-9999,22.4,0.101
38,,9/18/2019 11:39,-9999,-9999,22.6,0.10027
38,,11/6/2019 14:05,-2.17312,0.98103,13,0.017
38,,11/6/2019 14:07,-1.7539,0.99397,13.1,0.024
38,,11/21/2019 12:24,-1.53748,0.99346,11,0.009
38,,11/21/2019 12:25,0,0,11,0.011
37,,6/14/2019 11:49,-9999,-9999,17.9,0
37,,6/14/2019 11:50,-9999,-9999,17.9,0.44
37,,9/18/2019 12:39,-9999,-9999,22.4,0.128
37,,9/18/2019 12:41,-9999,-9999,22.6,0.126
37,,11/6/2019 14:29,-2.46785,0.99173,13.5,0.105
37,,11/6/2019 14:31,-1.99942,0.99617,13.5,0.006
37,,11/21/2019 12:51,-3.66941,0.98776,11.2,0
37,,11/21/2019 12:52,-2.65226,0.992,11.2,0
36,,6/7/2019 10:46,-9999,-9999,22.1,0.31
36,,6/7/2019 10:48,-9999,-9999,22.1,0.31
36,,9/20/2019 13:47,-9999,-9999,23.3,0
36,,9/20/2019 13:49,-9999,-9999,23.7,0.392
36,,11/4/2019 14:42,-0.03391,0.1608,16.8,0
36,,11/20/2019 14:31,-0.22687,0.77942,14.7,0.077
36,,11/20/2019 14:32,-0.16432,0.76341,14.6,0.072
36,,12/19/2019 12:18,-0.07939,0.47562,5.5,0
36,,12/19/2019 12:20,-0.05427,0.2569,5.8,0
35,,6/7/2019 11:22,-9999,-9999,21.5,0
35,,6/7/2019 11:23,-9999,-9999,21.1,0.487
35,,9/20/2019 13:31,-9999,-9999,23.5,0.409
35,,9/20/2019 13:32,-9999,-9999,23.5,0.408
35,,11/4/2019 15:09,-0.0353,0.13599,15.7,0.016
35,,11/4/2019 15:10,0.02567,0.13168,15.5,0.37
35,,11/20/2019 14:52,-0.23774,0.70259,12.8,0.08
35,,11/20/2019 14:54,-0.0287,0.0639,12.7,0.07445
35,,12/19/2019 12:36,-0.09885,0.62185,7.1,0
35,,12/19/2019 12:37,-0.1494,0.7008,7.1,0.004
34,,6/7/2019 11:49,-9999,-9999,21.9,0.396
34,,6/7/2019 11:51,-9999,-9999,21.9,0.398
34,,9/20/2019 13:14,-9999,-9999,23.9,0.207
34,,9/20/2019 13:16,-9999,-9999,23.9,0.203
34,,11/4/2019 15:33,-0.14263,0.72373,14.9,0
34,,11/4/2019 15:34,-0.21297,0.88614,14.95455,0
34,,11/20/2019 15:17,-0.23782,0.87618,12,0.016
34,,11/20/2019 15:18,-0.33693,0.90066,12,0.013
34,,12/19/2019 12:57,-0.1834,0.55018,6.6,0
34,,12/19/2019 12:58,-0.23938,0.89823,6.35455,0
